Fe,C,O,Mg,Si,Ca,Ti,S,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk_num,f_spec,f_spec_num,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_name_class
-0.24,,-0.03,0.01,-0.14,-0.14,-0.07,,321.37,-69.27,61.57,82.31,-15.64,103.97,1,2,28,8.93,0.84,-37.5,-98.6,42.3,5108.5,3.76,0
0.06,-0.27,-0.12,0.11,0.15,0.17,0.05,0.57,123.34,-1.17,-38.87,-41.55,-132.75,144.43,0,2,28,6.48,0.92,9999,9999,9999,,,0
0.14,0.16,0.03,0.22,0.15,0.17,0.16,0.09,24.2,41.41,-6.74,9.1,-7.17,13.4,1,3,39,4.1,0.54,28.8,-22.5,-14.3,6150.6,4.15,1
0.06,0.09,0.01,0.06,0.03,0.09,0.05,-0.03,123.39,-31.74,-16.59,-19.73,-8.53,27.16,1,2,20,6.75,0.62,-55.9,-35.5,-24,5954.2,4.46,0
-0.14,-0.17,,-0.11,-0.15,-0.11,-0.01,,321.48,-31.18,25.1,42.85,11.79,51.04,1,1,11,9.53,0.86,-10.6,-16.9,20.2,5217.3,4.42,0
-0.07,0.03,0.04,-0.02,-0.06,-0.02,0.05,0.25,50.01,-28.78,-30.38,7.86,17.53,35.94,1,2,29,8.44,0.82,-37.1,-61.3,-3,5281.5,4.34,0
-0.11,,,-0.25,-0.12,-0.15,0.03,,223.98,-27.13,6.73,8.96,-24.84,27.25,0,1,13,9,1.01,9999,9999,9999,,,0
0.08,,,0.14,0.19,0.17,0.17,,223.99,-60.91,26.33,35.97,120.21,128.21,0,2,28,6.69,0.97,9999,9999,9999,5096,3.06,0
0.21,0.26,0.1,0.38,0.23,0.22,0.16,0.24,24.26,5.63,46.12,-55.06,-54.87,90.39,0,3,38,8.19,0.62,9999,9999,9999,,,0
0.19,0.35,0.1,0.25,0.22,0.19,0.35,0.71,24.29,-29.39,-9.86,11.15,30.66,34.08,1,2,29,8.13,0.83,-29.4,-37.8,-3.1,5279.6,4.39,0
0.09,0.24,0.11,,,,,,224.03,43.32,-29.92,-44.64,-42.1,68.27,1,2,20,7.9,0.81,-32.7,6.3,14.7,5271,3.85,0
0.49,,,0.39,0.53,0.39,0.32,,321.6,-37.83,31.58,71.12,-10.2,78.48,1,1,12,5.64,1.19,-99.7,-12.1,11.4,5416,3.31,1
0.27,,,,,,,,321.6,73.66,-5.56,-12.58,-83.88,85,0,2,25,9.21,0.6,9999,9999,9999,,,0
-0.55,-0.24,-0.2,-0.47,-0.47,-0.52,-0.58,-0.21,321.61,43.12,19.88,46.25,-58.82,77.43,1,3,35,8.31,0.5,5.5,22.7,-19.8,5961.8,4.07,0
-0.63,-0.48,-0.4,-0.54,-0.58,-0.56,-0.63,,321.61,-65.37,-2.98,-7,-5.29,9.27,1,3,39,4.22,0.49,-13.6,44.4,6.3,6063.8,4.32,0
0.14,0.06,0.05,0.15,0.13,0.22,0.14,-0.01,224.1,49.63,-10.2,-17.49,-14.98,25.19,1,3,38,5.6,0.53,28.7,-13.5,-11.5,6261.8,4.18,0
-0.07,-0.29,-0.19,-0.14,-0.27,-0.04,-0.13,,24.36,-16,-89.23,87.23,37.2,130.21,0,2,28,7.99,0.88,9999,9999,9999,,,0
0.05,-0.28,-0.14,0.23,0.16,0.09,0.07,0.42,24.37,-84.77,-83.98,80.78,-6.23,116.69,1,2,28,5.66,0.94,-13.4,-22.2,-14.6,,,0
0,-0.07,-0.03,-0.06,-0.03,0.04,0.05,0.04,24.4,-6.76,15.82,-14.3,-11.03,24.01,1,2,29,7.66,0.8,-13.2,-18.5,-11.1,5334.2,4.64,0
0.04,0.49,-0.47,0.16,0.1,0.15,0.03,,321.67,-22.41,-36.65,-101.51,48.22,118.2,1,2,24,3.74,1,-0.4,10.3,1.5,5145.7,1.76,0
-0.61,,-0.19,-0.29,-0.44,-0.43,-0.42,,321.68,5.44,16.22,46.67,-55.29,74.14,1,3,37,8.47,0.57,-34.3,-127.3,-46.7,5766.2,4.01,0
0.12,0.07,0.02,0.14,0.06,0.1,0.08,0.15,24.42,12.08,17,-14.68,-11.92,25.43,1,2,22,6.76,0.65,-1.1,-17.2,19,5809.6,4.47,0
0.09,0.15,0.03,0.13,0.11,0.12,0.11,0.05,24.47,-60.51,-21.01,16.29,28.56,39.02,1,2,21,7.32,0.63,9.1,-16.1,-30.5,5889.9,4.36,0
0.41,0.45,,,,,,,321.74,39.66,-8.98,-31.45,79.84,86.28,1,2,20,8.27,0.66,-28.2,-63.7,-6.4,,,0
-0.67,-0.34,-0.29,-0.53,-0.62,-0.53,-0.32,,321.74,-56.13,5.6,20.24,9.46,23.03,1,1,12,8.68,0.92,-80,22.7,-22.5,4827,4.48,0
0.18,0.18,0.46,0.17,0.19,0.15,0.21,0.13,224.2,-20.49,1.14,2.55,-40.06,40.16,1,2,28,8.2,0.75,-5.3,-8.9,-8.1,5493.5,,0
0.15,0.18,0.02,0.11,0.37,-0.02,0.22,1.12,24.5,48.63,-2.77,2.04,-51.69,51.81,1,1,13,3.57,1.28,-22.3,-6.3,-28.5,4388.4,2.11,0
0.21,0.07,0.09,0.22,0.08,0.17,0.16,,224.23,53.38,27.26,65.17,1.76,70.66,1,2,20,8.45,0.65,70.2,-67.9,1.6,5783.3,4.2,1
0.02,,0.04,,,,,,24.52,30.79,51.79,-36.39,-45.77,78.11,1,3,38,8.19,0.65,-93.3,-40.4,7.6,5825.8,4.08,0
0.02,0.03,-0.02,0.02,-0.01,0.09,0.03,,321.78,16.12,-7.06,-29.4,-13.37,33.06,1,3,38,6.73,0.53,20.6,-1.5,-3.5,6180,4.37,0
0.26,0.25,0.16,0.21,0.24,0.24,0.21,,24.6,29.57,-11.84,6.98,-48.09,50.01,1,1,10,8.65,0.85,-43.4,-61.8,-24.7,,,0
-0.14,,,-0.07,0,-0.06,-0.04,,24.61,-36.53,34.44,-19.64,93.79,101.83,1,1,10,5.94,1.05,41.2,-47.2,-19.1,4727.3,2.54,0
0.08,0.38,0.22,0.08,0.03,-0.03,0.14,0.17,224.37,-21.42,1.25,4.74,-3.18,5.84,1,1,14,5.72,1.02,48,-22,-32.6,4621.6,4.35,0
0.06,,,,,,,,24.63,73.04,-89.55,49.38,-101.85,144.33,1,2,27,5.28,0.97,6.8,1.3,-11.2,4890,2.95,0
-0.32,-0.3,-0.28,-0.27,-0.28,-0.27,-0.31,,123.78,-6.92,-8.27,-25.77,-19.97,33.64,1,1,10,8.26,0.71,18.7,-10.5,-15.9,5422.7,4.42,0
0.16,-0.15,,0.26,0.27,0.14,0.16,0.78,224.39,-0.17,-22.58,-94.18,-16.39,98.22,1,1,11,5.52,1.13,33,8.1,-1.4,4590,2.67,0
-0.28,,0.11,,-0.28,,-0.35,,321.93,57.32,4.35,51.53,50.47,72.25,1,2,21,8.22,0.64,-14.8,-88,-77,5769.6,3.87,0
-0.17,-0.09,-0.14,-0.12,-0.15,-0.11,-0.1,-0.21,123.86,-52.06,1.41,5.83,-26.34,27.02,1,2,20,6.64,0.58,5.1,-11.5,-6.4,5966.2,4.45,0
0.23,0.2,,,,,,,224.43,-4.03,10.25,52.06,65.51,84.3,1,3,37,7.54,0.56,-15.2,-15,-29.1,6143,,0
-0.16,,,-0.08,-0.22,-0.13,-0.14,,224.44,18.99,-17.63,-93.42,13.14,95.98,1,1,10,6.61,0.93,-66.3,-49.2,-14.5,4948,2.99,0
0.1,0.4,,,,,,,123.89,11.43,-3.3,-15.93,-34.97,38.56,1,2,25,7.7,0.73,-21,-40.7,-38.2,5616.5,,0
-0.08,,,0.05,-0.08,0.12,0.32,,224.47,-76.66,-5.42,-35.09,-112.25,117.74,1,1,14,5.38,1.44,-45.7,-3,18.6,4238,1.95,0
0.13,,,0.16,0.1,0.18,0.15,0.41,322.01,64.39,0.01,0.59,40.09,40.09,1,1,10,8.84,0.84,-40.5,-17.9,-8.9,,,0
0.14,0.19,0.02,0.13,0.12,0.17,0.15,0.03,238.07,-18.44,22.85,-18.78,12.98,32.3,1,2,21,7.25,0.63,3.5,12.7,-8.2,5870.3,4.45,1
0.22,,,0.38,0.34,0.26,0.19,,24.76,-33.47,-46.73,18.37,-96.11,108.43,1,2,25,8.9,0.68,22.1,-51.3,-18.4,5824,,0
0.21,,,0.05,0.18,0.27,0.36,0.12,322.03,32.23,-0.65,30.74,32.26,44.57,1,3,32,5.76,0.33,-35.8,-20,-2.4,7186,,0
0.2,0.27,0.1,0.24,0.2,0.18,0.19,0.15,322.05,-21.73,1.72,-45.69,-12.4,47.37,1,2,25,8.02,0.7,3.1,-61,-13,5783,4.37,1
-0.37,,-0.3,-0.31,-0.5,-0.32,-0.31,,322.06,-11.57,-0.87,19.42,30.15,35.87,1,3,39,6.62,0.49,1.4,-6.4,-4.7,6132.3,4.18,0
0.13,0.22,0.11,0.25,0.14,0.11,0.13,0.14,224.54,-48.86,-0.35,-3.98,23.51,23.85,1,2,24,6.35,0.71,27,-43.8,-24.7,5629.8,4.28,0
-0.12,-0.09,,-0.11,-0.16,-0.07,-0.06,,224.54,-68.59,-3.41,-40.38,23.44,46.81,1,2,25,8.61,0.65,-33.6,-28.3,11.3,5695,4.47,0
-0.09,-0.23,-0.14,0.02,-0.02,,-0.05,0.07,24.84,44.39,67.52,-20.53,30.16,76.75,1,2,28,5.02,0.88,2,11.7,0.3,5084.5,2.85,0
0.04,0.18,,,,,,,24.88,36.7,37.81,-9.93,-61.22,72.64,1,2,20,9.04,0.72,8,-10.3,8.4,,,0
-0.2,,-0.1,-0.13,-0.19,-0.11,-0.1,-0.27,124.03,57.09,-1.83,-27.51,16.73,32.25,1,2,28,7.5,0.75,-50.5,-19.5,-29.5,5425.2,4.4,0
0.09,0.02,0.01,0,0.01,0.1,0.06,,224.63,-28.71,-0.14,42.49,19.76,46.86,1,2,20,7.67,0.55,-9.4,-28.5,-4.6,6083.3,4.5,0
0.17,,-0.04,0.17,0.09,0.21,0.13,0.15,24.9,45.88,-6.54,1.55,19.98,21.08,1,2,25,6.61,0.69,-17.5,-19.6,-18.3,5689.2,4.38,0
-0.32,-0.09,-0.11,-0.3,-0.23,-0.31,-0.35,-0.11,322.18,26.57,-1.33,7.88,59.38,59.92,1,3,37,7.8,0.5,-34,-19.4,10.1,6085.2,4.2,0
0.09,,,,-0.06,,0.1,,124.05,-35.88,0.77,19.01,75.71,78.06,1,2,28,7.26,0.89,-15.3,-22.5,9.3,5205,3.68,0
-0.11,-0.34,,-0.13,-0.11,-0.05,0.23,,24.92,-46.51,-31.67,6.71,-22.82,39.6,1,0,0,9.89,1.15,10.2,-24.4,-21,4692,4.39,0
0.05,0.02,-0.01,0.04,0.04,0.05,0.03,,24.93,65.16,-31.24,6.56,33.72,46.43,1,2,25,8.53,0.77,55.3,-38.4,46.9,5520,,0
-0.1,-0.32,-0.09,-0.1,-0.06,-0.08,-0.14,0.2,134.16,64.6,11.2,-15.1,92.18,94.07,1,2,27,5.57,0.88,-25.3,-33.1,1.3,5030,2.7,0
-0.19,-0.51,-0.22,-0.01,-0.19,-0.32,-0.11,-0.15,24.95,-56.2,7.52,-1.4,2.81,8.15,1,1,10,5.96,0.88,-4.9,-17.5,-18.5,5019.2,4.62,0
0.22,0.04,,0.16,0.19,0.17,0.24,0.02,24.98,-9.97,-40.35,6.32,24.9,47.84,1,2,21,7.86,0.61,-58.5,-16,4.6,6003.2,4.47,0
-0.16,,0.08,,,,,,224.7,37.23,3.25,-40.58,-20.43,45.55,1,2,25,8.8,0.79,-25.2,-13.1,4.3,,,0
0.12,,,0.22,0.12,0.22,0.19,0.15,224.72,-4.99,0.9,-9.31,32.92,34.22,1,3,37,6.09,0.51,-43,-48,0.8,6279.7,4.17,0
-0.03,0,0.03,0.08,0.01,0.05,0.06,,322.31,-50.32,-14.49,47.33,-2.54,49.56,1,2,23,7.32,0.66,-40.6,0.1,22,5854.7,4.15,0
0.15,-0.04,0.01,0.33,0.28,0.09,0.22,0.7,322.31,28.58,27.63,-89.04,-29.73,97.85,1,1,11,6.76,1.09,58.8,-2.9,-39.1,4711,3.01,0
0.03,,0.1,,,,,,4.06,35.18,33.86,44.4,-39.93,68.64,1,2,20,8.92,0.72,-49.8,-24,38,5648,4.35,0
0.14,-0.06,0.07,0.22,0.23,0.14,0.13,0.45,322.36,46.54,18.47,-50.74,35.63,64.69,1,1,10,5.23,0.97,-32.1,-21.1,15.6,4969.2,2.98,0
-0.34,0.48,,,,,,,124.23,43.27,7.84,-57.46,-50.01,76.58,1,2,20,8.91,0.75,0.9,-8.5,6.9,,,0
0.1,0.12,-0.01,0.17,0.05,0.12,0.04,0.1,25.09,-10.44,-34.33,1.35,55.89,65.61,0,2,26,9.13,0.7,9999,9999,9999,,,0
0.13,0.12,,,-0.09,,0.57,,25.1,-61,-17.41,0.57,64.96,67.25,0,3,32,7.61,0.42,9999,9999,9999,6775,,0
0.06,-0.04,0.14,0.06,0.06,0.05,0.12,-0.07,25.13,-69.99,56.27,0.09,-66.95,87.46,0,2,20,8.5,0.59,9999,9999,9999,5905.5,4.14,0
0.06,,,0.23,0.17,0.19,0.14,0.55,271.56,-4.75,0.25,1.36,35.56,35.59,1,1,10,5.75,0.97,-24,-2.8,-27.9,4919,3.41,0
-0.13,-0.09,-0.07,-0.1,-0.13,-0.16,-0.11,,322.45,45.89,4.28,-9.29,28.78,30.54,1,2,28,7.9,0.76,-75.5,-87.7,0.7,5378.3,4.55,0
-0.05,-0.05,,-0.05,-0.04,-0.11,-0.03,-0.06,25.15,-36.48,12.86,0.24,34.68,36.99,1,2,25,7.89,0.71,2.9,-39.3,-34.9,5678.5,,0
-0.04,,,-0.08,-0.02,0.06,0.17,,224.89,45.46,0.78,-2.89,33.55,33.69,0,1,10,8.64,0.9,9999,9999,9999,,,0
0.08,0.01,-0.04,-0.01,0.03,0.1,0.02,,25.18,15.62,-37.01,-1.9,3.29,37.2,1,1,12,8.92,0.91,-30.6,-20.7,-4.3,,,0
-0.26,-0.3,,-0.24,-0.3,-0.15,-0.01,,224.91,-19.64,7.95,-27.09,-28.55,40.15,0,1,13,10.07,1.08,9999,9999,9999,4673,4.32,0
-0.04,0.01,,-0.09,-0.07,0.02,0.03,,224.91,-78.51,-16,53.7,-1.62,56.06,1,2,23,8.74,0.66,10.8,-23.1,-3.2,5793,4.55,0
-0.03,-0.27,-0.22,-0.11,-0.23,-0.05,-0.08,,25.21,45.02,65.93,4.91,111.78,129.87,1,1,10,8.13,0.97,40.8,-11.1,-26,,,0
-0.54,-0.36,-0.09,-0.18,-0.34,-0.32,-0.3,-0.34,124.37,-3.99,-9.13,31.81,37.53,50.04,1,2,20,7.74,0.58,-38.2,-144.6,-42.9,5777.3,4.18,0
-1.47,-1.37,-0.83,-1.07,-1.06,-1.19,-1.26,-0.64,224.96,-22.01,-30.75,88.78,2.03,93.97,1,2,20,8.55,0.51,36.7,-381.5,53.3,5673.7,3.83,0
-0.02,-0.11,,,,,,,25.24,-5.4,32.93,3.71,40.05,51.98,1,2,25,8.48,0.7,19.3,3.7,-0.1,,,0
-0.45,-0.1,-0.17,-0.37,-0.29,-0.39,-0.44,-0.12,322.54,12.27,-32.41,56.35,-19.8,67.96,1,3,35,7.62,0.5,42.3,-47.4,10.4,5956.8,4.05,0
0.01,,,0.06,0.09,0.07,0.12,,154.55,-82.91,-20.93,-14.57,-71.76,76.16,0,1,10,6.69,1,9999,9999,9999,4868,3.16,0
0.16,0.15,0.08,0.34,0.14,0.15,0.17,0.19,25.28,3.71,-34.74,-5.08,-22.62,41.76,0,2,28,8.09,0.74,9999,9999,9999,,,0
-0.21,,,-0.1,-0.08,-0.1,-0.04,,137.49,-52.08,-15.91,14.59,-85.75,88.43,1,1,11,6.22,1.02,-43.1,-31.3,-14.4,4726,2.8,0
0.32,0.35,0.19,0.35,0.33,0.31,0.35,0.23,225.03,-73.54,-6.33,14.92,53.89,56.27,1,2,23,8.13,0.67,28.8,-21.7,-3.2,5892,4.45,1
-0.26,-0.23,-0.23,0.22,-0.18,-0.23,-0.27,0.86,25.36,5.49,72.41,16.59,-75.82,106.14,1,1,12,4.44,1.35,8.7,8.4,-2.5,4127.2,1.57,0
0.09,,0.01,,,,,,25.36,-31.81,58.1,13.67,-24.72,64.6,1,2,25,8.67,0.65,-10.3,-65.7,-19.9,5818.3,4.32,0
-0.05,,,-0.01,0.08,0.01,-0.02,,124.49,-30,8.52,-20.14,136.77,138.5,1,1,10,6.43,1.04,13,8.9,17.2,4811,2.63,0
-0.22,-0.27,,-0.23,-0.26,-0.2,-0.03,,225.08,-16.54,-14.36,29.03,35.64,48.16,0,1,11,9.72,0.89,9999,9999,9999,5026,4.49,0
0.25,0.36,0.14,0.47,0.25,0.26,0.28,0.58,124.51,-4.02,-12.51,28.46,37.41,48.64,0,1,10,8.8,0.83,9999,9999,9999,,,0
0.03,-0.01,0.01,0.16,0.01,0.04,0.06,0.14,25.41,66.91,-21.37,-6.02,-30.18,37.46,1,2,25,7.7,0.69,-113.8,-63.7,-20.7,5644.6,4.37,0
-0.43,,-0.08,-0.03,-0.18,-0.17,-0.15,,225.11,71.77,-14.38,27.06,16.39,34.75,1,2,20,6.66,0.63,-35.3,-74.5,-9.4,5720.5,3.88,0
-0.25,,-0.28,,,,,,124.56,44.61,25.15,-50,40.83,69.28,1,2,20,9.35,0.67,-5,-89.1,0.5,5664,4.43,0
0.08,0.17,0.06,0.11,0.07,0.11,0.08,0.02,322.7,-62.17,-18.86,23.02,23.3,37.8,1,2,20,7.15,0.6,-32,-9.7,-4.8,6005.2,4.35,0
-0.4,,,,,,,-0.35,25.44,-11.32,12.17,3.82,37.33,39.45,1,3,36,5.74,0.44,40.9,-67,-9.7,6524.5,,0
0.06,0.05,0.02,0.13,0.03,0.06,0.09,-0.04,25.45,42.61,2.43,0.79,-12.48,12.74,1,2,21,4.96,0.62,-38.6,-31.2,-0.1,5885.2,4.32,0
0.37,0.34,0.23,0.39,0.35,0.32,0.36,0.41,124.59,61.46,5.18,-9.49,-53.44,54.53,1,2,22,8.19,0.65,73.3,-21.8,-11.9,5932.8,4.4,1
0.27,-0.06,0.05,0.41,0.46,0.4,0.28,0.59,25.45,-60.79,-50.77,-16.66,104.75,117.59,1,1,12,5.7,1.26,7.6,-17.7,10.9,,,0
0.2,0.23,0.1,,,,,,25.46,45.22,15.55,5.33,47.63,50.38,1,2,28,8.6,0.76,1.4,-2.7,-14.4,,,0
0.01,0.06,-0.09,0.1,-0.01,0.01,0.09,0.02,124.6,-12.63,6.08,-10.95,-0.83,12.55,1,2,28,5.95,0.75,27.2,-62.5,-9.4,5423.1,4.49,1
0.2,0.27,0.15,0.16,0.21,0.12,0.17,0.16,124.61,-40.36,-37.68,66.8,-40.14,86.56,1,2,23,8.91,0.66,-8.6,-0.7,-45.8,5818,,0
0.01,-0.17,-0.05,0.14,0.14,0.1,0.07,0.5,39.42,-3.4,15.02,-96.58,25.43,100.99,1,1,10,5.66,1.02,-6.5,-25.3,-7.9,4871.7,2.71,1
0.14,0.17,,,,,,,25.53,69.09,41.76,17.36,-1.31,45.25,1,3,35,7.52,0.59,-37.6,-16.3,7.2,6198,,0
-0.07,,,-0.03,0,0.03,0.04,,287.53,-71.55,-8.52,108,-92.76,142.62,0,2,28,6.64,0.98,9999,9999,9999,4952,2.84,0
-0.83,,-0.27,-0.64,-0.39,-0.75,-0.7,,261.67,31.06,-40.42,-53.12,-24.86,71.22,1,2,28,9.57,0.84,-66.5,-106.8,67.8,5379,4.52,0
-0.57,-0.19,-0.05,-0.21,-0.3,-0.36,-0.29,-0.41,25.56,-17.89,24.82,11.36,39.05,47.64,1,2,21,7.45,0.62,-96.2,-73.2,33.4,5655.9,3.95,0
0.01,0.06,-0.04,-0.02,-0.05,0.06,-0.02,-0.13,25.62,-53.74,-14.45,-7.7,5.68,17.33,1,3,39,5.52,0.55,-1,-27,-18.5,6158.9,4.46,1
0,0,-0.05,0.09,0.01,-0.01,0.05,0.36,25.62,20.27,1.01,0.54,7.52,7.6,1,1,11,5.24,0.84,34.8,-24.9,2.6,5197.3,4.45,0
0.12,-0.19,0.25,0.1,0.12,0.11,0.09,-0.12,25.65,-58.41,-11.31,-6.5,-43.15,45.08,1,2,26,8.39,0.71,4.2,-15.5,-8.5,5707.5,,0
0.3,,,,,0.23,,,257.2,-30.4,37.99,-16.63,66.35,78.25,1,3,30,5.92,0.28,-30.8,-19.7,-13.8,7642,4,0
0.29,0.41,0.15,0.34,0.3,0.26,0.3,0.17,124.81,14.2,-2.21,2.55,53.07,53.18,1,2,20,7.86,0.67,-10.6,-3,18,5841.4,4.35,0
-0.09,,-0.16,,,,,,124.81,-5.62,19.11,-21.79,22.67,36.8,1,2,21,7.43,0.6,-23.8,-17.5,12.2,5950,4.47,0
-0.08,-0.02,-0.19,0.16,0.23,0,-0.06,0.78,322.96,23.85,-31.26,22.56,-132.44,137.93,1,2,29,6.42,1.06,-1.9,11.7,-5.3,4780,2.41,0
-0.05,,,0.01,0.08,0.03,0.01,,225.46,-83.23,2.13,-1.92,-116.69,116.73,1,2,28,5.66,0.96,31.8,-1.2,13.8,5009,2.79,0
-0.26,-0.09,-0.13,-0.24,-0.21,-0.21,-0.27,0.33,124.83,1.34,3.45,-3.81,21.77,22.37,1,1,11,8.35,0.9,-26,-18.9,-7.8,4859,4.4,0
-1.51,,-0.96,-1.24,-1.29,-1.28,-1.29,,124.84,54.09,-51.98,55.67,-61.45,97.86,1,3,36,9.76,0.48,-136.7,-252.1,24.8,6051.4,4.28,0
-0.33,-0.22,-0.38,-0.27,-0.31,-0.27,-0.24,-0.26,225.47,-47.01,-19.56,17.25,-3.05,26.25,1,2,28,7.75,0.72,-9.3,-2.4,-7.8,5456.2,4.49,0
,-0.26,-0.09,0.02,0.12,0.04,-0.01,0.42,225.49,40.39,-42.79,36.64,27.22,62.56,1,2,28,3.52,0.96,-3.5,-22.8,-8.3,5045,2.83,0
-0.02,-0.26,-0.12,0.06,0.03,0.05,-0.04,0.34,124.88,75.76,59.44,-58.71,31.32,89.22,1,2,28,5.56,0.9,8,5.7,11.9,5128.6,3.12,0
-0.28,,-0.06,0.03,-0.2,-0.11,-0.08,,124.88,-68.99,48.61,-48.01,8.46,68.85,1,2,22,8.66,0.61,-46.9,-75.3,53.5,5897.3,4.15,0
-1,,-0.21,-0.71,-0.93,-0.85,-0.85,,323.05,0.22,-36.05,21.33,9.44,42.94,1,1,13,9.89,0.95,-125.5,-73.6,0.9,4694.5,4.34,0
-0.1,-0.24,-0.2,-0.02,0.23,-0.16,-0.12,1.15,225.53,25.01,88.54,-69.79,-14.12,113.62,1,1,14,4.81,1.51,21.9,-16.4,9.8,3960,1.68,0
0.35,,,,0.31,0.29,0.29,,25.81,-21.62,-23.49,-18.85,-11.87,32.37,1,1,15,10.12,1.16,-7.9,-6.2,-6.9,,,0
0.08,-0.03,,-0.02,-0.02,0.06,0.16,-0.14,25.81,-21.62,-22.32,-17.94,-11.15,30.73,1,1,10,8.24,0.85,-6.5,-5.8,-8.2,5276,,0
-0.14,-0.12,-0.06,-0.1,-0.11,-0.13,-0.14,,225.58,19.39,34.7,-24.51,25.52,49.55,1,2,25,8.76,0.72,-14.8,-17.3,-4.1,,,0
0.36,,,0.8,0.7,0.38,0.19,1.39,25.82,45.32,9.81,8.03,54.04,55.51,1,1,12,6.32,1.02,-34.9,-16.6,6.3,4850,2.8,0
-0.16,-0.03,-0.09,-0.11,-0.1,-0.09,-0.01,0.27,323.1,-20.96,12.98,-6.86,-24.66,28.7,1,1,12,8.48,0.88,55.4,1.2,-7.3,5026.5,4.42,1
-0.32,,,0.03,-0.17,-0.13,-0.12,-0.1,323.12,1.01,-25.99,13.05,46.55,54.88,1,3,33,8.31,0.61,102.4,-50.3,2.6,5758,,0
-0.05,-0.37,-0.19,0.14,0.05,0.03,-0.05,0.33,137.59,22,-97.47,73.05,-0.64,121.81,1,2,25,6.03,0.89,9.1,7.4,-6.6,5120,2.75,0
0.23,,,0.32,0.25,0.23,0.21,0.39,225.64,16.05,-29.34,18.27,-12.5,36.75,1,2,22,7.02,0.6,-48,-19.4,-5.8,5948.7,4.24,0
-0.1,,,0.12,0.33,-0.14,-0.02,1.21,25.92,63.82,5.22,5.24,11.3,13.51,1,1,15,8.41,1.2,44.8,-28.2,-43.2,4324.5,,0
0.34,0.28,,0.41,0.35,0.27,0.32,0.38,225.69,-21.83,-75.92,41.96,-14.09,87.88,0,2,26,8.86,0.72,9999,9999,9999,,,0
0.03,,-0.12,,,,,,125.02,73.42,-9.92,7.45,-28.37,30.96,1,1,11,8.38,0.85,-55.4,-59.7,-30.8,5130.8,4.51,0
-0.11,-0.27,-0.06,-0.25,0.02,-0.11,-0.12,0.53,225.73,2.09,-26.03,13.21,50.93,58.7,1,1,10,4.4,1.03,-21.9,-7.5,-4,4675,2.85,0
0.19,-0.19,0.26,0.11,0.12,0.16,0.17,0.19,125.05,-0.91,19.09,-13.33,-29.91,37.9,1,2,20,6.18,0.61,5.9,-19.3,1.8,5962.4,4.02,0
-0.34,,,,,,,,205.6,-30.67,-8.61,-50.28,47.49,69.69,0,2,25,9.29,0.64,9999,9999,9999,,,0
0.06,,,0.06,0.13,0.05,0.05,1.36,323.25,62,-14.85,5.08,-17.14,23.24,1,1,14,9.37,1.16,-41.6,-18.4,-13.7,4331,4.5,0
0.13,-0.17,-0.03,0.19,0.32,0.27,0.1,0.76,225.78,35.21,-66.76,29.77,-55.37,91.7,1,2,28,5.52,1.02,-19.1,-19.5,-15.6,4840,2.87,0
-0.48,-0.32,-0.23,-0.19,-0.32,-0.34,-0.2,-0.39,26.02,-15.94,-2.25,-2.75,0.83,3.65,1,2,28,3.5,0.73,18.7,29.4,12.9,5339.4,4.48,0
-0.07,,-0.2,0.05,-0.11,-0.04,-0.06,,225.83,-36.92,33.32,-12.89,34.96,49.98,1,2,23,7.77,0.61,12.7,-64.1,-69.9,5897,4.15,0
0.07,,-0.03,,,,,,26.09,-20.6,-5.4,-7.72,-53.05,53.88,1,2,23,8.12,0.64,58.9,-56.6,-16.3,5918,4.29,0
-0.04,-0.06,0.02,0.01,,-0.04,0.02,-0.08,323.38,-27.89,41.19,-8.56,-17,45.37,1,2,22,7.65,0.66,-50.2,-24.6,-12.7,5768.5,,0
0.25,0.33,0.14,0.17,0.25,0.2,0.27,0.06,323.41,-34.95,61.47,-10.68,25.56,67.42,1,2,23,8.03,0.59,-28,-52.9,1.1,6251.5,,0
0.14,0.14,0.13,0.08,0.15,0.06,0.13,0.09,144.26,-31.89,57.69,-14.74,-30.54,66.92,1,2,23,8.51,0.62,-11.5,-24.8,5.6,5982,,0
-0.2,-0.17,-0.19,-0.11,-0.21,-0.11,-0.14,-0.26,225.95,47.65,-10.67,2.7,-6.45,12.76,1,2,20,4.76,0.65,-17.4,-27.1,-2.1,5695.2,4.25,0
0.16,,-0.15,,,,,,323.48,32.87,-8.55,0.92,72.86,73.36,1,2,25,8.41,0.64,4.5,-27.2,-32.2,5936.5,,0
0.02,,,0.05,0.02,0.07,0.01,0.07,125.34,34.31,-41.06,13.94,10.96,44.73,1,2,25,8.51,0.74,-40,-21.8,-5.1,5602.3,4.58,0
-0.05,-0.28,-0.12,-0.01,-0.02,-0.01,-0.07,0.29,323.5,45.59,1.5,-0.13,38.86,38.89,1,2,28,4.02,0.89,14.5,6.3,-10,5154.3,2.92,0
-0.16,-0.11,,-0.23,-0.1,-0.22,-0.16,-0.25,154.75,-11.19,-6,-6.34,45.52,46.35,1,2,21,7.82,0.57,19.3,-7.5,-25.2,6029.5,,0
